sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
臺東,臺東縣,21,,良好,0.3,0.11,18.3,23.1,7,2,3.4,3.8,0.4,0.2,329,2024-05-21 03:00,,0.1,1.9,8,0,121.15045,22.755358,62
恆春,屏東縣,27,,良好,,0.12,28.2,29.3,4,3,1.2,1.7,0.4,3.3,40,2024-05-21 03:00,,0.1,3,5,0,120.788928,21.958069,61
潮州,屏東縣,69,細懸浮微粒,普通,0.4,0.17,2.8,15.0,24,10,6.2,7.3,1,0.4,54,2024-05-21 03:00,,0.3,23,39,1,120.561175,22.523108,60
屏東,屏東縣,106,細懸浮微粒,對敏感族群不健康,0.4,0.29,19.2,39.8,46,32,7.6,8.3,0.7,2.5,358,2024-05-21 03:00,,0.4,37.3,56,2,120.488033,22.673081,59
小港,高雄市,117,細懸浮微粒,對敏感族群不健康,0.8,0.38,28.4,35.6,40,30,12.4,13.4,0.9,0.3,346,2024-05-21 03:00,,0.5,41.6,60,2,120.337736,22.565833,58
前鎮,高雄市,96,細懸浮微粒,普通,1.1,0.37,23.7,34.1,41,23,11.3,12.1,0.8,0.2,352,2024-05-21 03:00,,0.6,33.6,61,2,120.30833356,22.6044507,57
前金,高雄市,99,細懸浮微粒,普通,0.6,0.45,22.1,26.4,43,31,10,11.1,1,1.4,343,2024-05-21 03:00,,0.7,34.8,66,1,120.28676111,22.63390278,56
左營,高雄市,114,細懸浮微粒,對敏感族群不健康,0.8,0.44,24.5,28.3,39,33,9.4,9.7,0.3,1.6,40,2024-05-21 03:00,,0.6,40.6,59,1,120.292917,22.674861,54
楠梓,高雄市,96,細懸浮微粒,普通,1.6,0.33,22.3,36.3,34,24,15.5,16.7,1.2,1.6,62,2024-05-21 03:00,,0.4,33.8,58,2,120.328289,22.733667,53
林園,高雄市,142,細懸浮微粒,對敏感族群不健康,0.3,0.46,16.2,26.0,80,44,9.5,10.3,0.7,1.1,30,2024-05-21 03:00,,0.5,51.4,96,1,120.41175,22.4795,52
大寮,高雄市,142,細懸浮微粒,對敏感族群不健康,1.4,0.43,17.8,25.4,73,39,12.3,12.7,0.3,1.1,60,2024-05-21 03:00,,0.5,51.2,84,2,120.425311,22.56413611,51
鳳山,高雄市,106,細懸浮微粒,對敏感族群不健康,1.5,0.37,27,40.7,42,27,7.6,8.6,0.9,0.3,23,2024-05-21 03:00,,0.5,37.4,59,2,120.357422,22.628126,50
仁武,高雄市,106,細懸浮微粒,對敏感族群不健康,0.9,0.35,31.5,41.8,38,31,8.9,10.2,1.2,1.4,45,2024-05-21 03:00,,0.4,37.4,52,1,120.332631,22.689056,49
橋頭,高雄市,113,細懸浮微粒,對敏感族群不健康,0.9,0.34,23.4,33.8,41,37,12,13,1,1.8,61,2024-05-21 03:00,,0.4,40.1,57,2,120.305689,22.757506,48
美濃,高雄市,68,細懸浮微粒,普通,0.9,0.29,19,28.4,29,22,5.8,6.2,0.3,0.2,17,2024-05-21 03:00,,0.3,22.4,36,1,120.530542,22.883583,47
臺南,臺南市,116,細懸浮微粒,對敏感族群不健康,1,0.36,31.8,57.9,46,40,10.9,11.4,0.5,1.4,164,2024-05-21 03:00,,0.4,41.1,60,2,120.21947897,22.98928311,46
安南,臺南市,109,細懸浮微粒,對敏感族群不健康,1.1,0.38,34,51.1,48,38,10.5,11.6,1,2.7,117,2024-05-21 03:00,,0.4,38.5,60,1,120.2175,23.048197,45
善化,臺南市,97,細懸浮微粒,普通,0.8,0.3,28.2,37.6,58,41,8.1,8.9,0.7,1.8,153,2024-05-21 03:00,,0.3,34,61,1,120.29740529,23.11337642,44
新營,臺南市,63,細懸浮微粒,普通,3.3,0.34,20.5,31.0,51,25,9.6,11.7,2.1,0.6,169,2024-05-21 03:00,,0.2,20.2,46,1,120.31725,23.305633,43
嘉義,嘉義市,68,細懸浮微粒,普通,1.3,0.27,18,29.6,43,26,6.7,7,0.3,1.1,114,2024-05-21 03:00,,0.3,22.5,40,6,120.44125148,23.46477865,42
臺西,雲林縣,36,,良好,0.8,0.24,23.1,25.2,30,21,6.4,7.4,0.9,0.7,170,2024-05-21 03:00,,0.1,11,27,1,120.19933333,23.702175,41
朴子,嘉義縣,63,細懸浮微粒,普通,0.9,0.26,14.7,23.5,41,30,10,11.4,1.4,0.3,168,2024-05-21 03:00,,0.2,20.5,34,1,120.2478,23.46538,40
新港,嘉義縣,66,細懸浮微粒,普通,2.4,0.3,15.3,31.3,45,27,12.5,13.3,0.8,0.2,190,2024-05-21 03:00,,0.2,21.7,35,2,120.345531,23.554839,39
崙背,雲林縣,56,細懸浮微粒,普通,0.9,0.28,13.9,20.4,38,25,8.9,10.1,1.2,0.3,147,2024-05-21 03:00,,0.2,17.7,38,1,120.348742,23.757547,38
斗六,雲林縣,64,細懸浮微粒,普通,0.9,0.26,14.5,26.6,26,22,7.8,8.8,0.9,0.4,195,2024-05-21 03:00,,0.2,20.6,32,1,120.544994,23.711853,37
南投,南投縣,62,細懸浮微粒,普通,0,0.24,10.3,19.8,33,16,7.5,7.5,0,0.2,149,2024-05-21 03:00,,0.2,20.1,35,0,120.685306,23.913,36
二林,彰化縣,65,細懸浮微粒,普通,1.5,0.29,7.5,17.6,43,27,9.5,10,0.5,1.2,167,2024-05-21 03:00,,0.2,21,37,2,120.409653,23.925175,35
線西,彰化縣,49,,良好,1,0.3,19.6,24,53,31,8.7,10.2,1.4,0.8,225,2024-05-21 03:00,,0.2,15,39,1,120.469061,24.131672,34
彰化,彰化縣,63,細懸浮微粒,普通,1.5,0.29,16.7,21.9,44,26,9.6,10.1,0.5,1,198,2024-05-21 03:00,,0.2,20.3,40,1,120.541519,24.066,33
西屯,臺中市,70,細懸浮微粒,普通,0.8,0.3,22.7,26.3,40,25,10.5,11,0.4,1.2,201,2024-05-21 03:00,,0.3,23.1,40,1,120.616917,24.162197,32
忠明,臺中市,66,細懸浮微粒,普通,1.6,0.33,25.6,29.8,30,24,6.9,8.1,1.2,1.6,200,2024-05-21 03:00,,0.4,21.7,36,1,120.641092,24.151958,31
大里,臺中市,78,細懸浮微粒,普通,0.9,0.3,14.5,24.8,35,28,8.1,8.2,0,0.9,258,2024-05-21 03:00,,0.4,26.5,39,1,120.67844444,24.09961111,30
沙鹿,臺中市,63,細懸浮微粒,普通,1.2,0.31,30.7,20.9,40,24,10.6,10.5,0,0.5,153,2024-05-21 03:00,,0.3,20.2,42,1,120.568794,24.225628,29
豐原,臺中市,81,細懸浮微粒,普通,0.6,0.31,29.3,31.8,40,26,5.4,5.8,0.4,1.2,116,2024-05-21 03:00,,0.4,27.7,48,1,120.74252414,24.25699731,28
三義,苗栗縣,73,細懸浮微粒,普通,1.2,0.41,22.6,24.3,44,30,6.6,7.8,1.1,0.3,227,2024-05-21 03:00,,0.3,24.6,38,1,120.75956754,24.38248443,27
苗栗,苗栗縣,36,,良好,1.5,0.2,5.9,9.8,10,12,10.3,11.2,0.9,1,340,2024-05-21 03:00,,0.2,11.2,17,2,120.82011468,24.56499183,26
頭份,苗栗縣,31,,良好,0.7,0.23,16.4,13.2,18,10,6,7.5,1.5,1,84,2024-05-21 03:00,,0.2,9.5,15,1,120.89869286,24.69690679,25
新竹,新竹市,19,,良好,0.4,0.14,23.8,21.1,0,4,5.3,5.4,0.1,1.3,61,2024-05-21 03:00,,0.2,3.2,3,0,120.97236752,24.8056356,24
竹東,新竹縣,26,,良好,0.4,0.15,14.7,15.3,5,5,3.8,4.7,0.9,0.8,145,2024-05-21 03:00,,0.1,8,6,0,121.08895493,24.74091408,23
湖口,新竹縣,22,,良好,0,0.15,23.9,23.1,4,6,5.5,6.1,0.5,3.2,63,2024-05-21 03:00,,0.1,6.7,6,0,121.03886894,24.90009696,22
龍潭,桃園市,19,,良好,0.9,0.13,20.4,21.9,5,3,6.5,7,0.5,2.6,68,2024-05-21 03:00,,0.2,2.2,7,0,121.21645772,24.86400048,21
平鎮,桃園市,23,,良好,0.6,0.13,26.5,25.9,0,0,4.5,5.3,0.7,2.5,80,2024-05-21 03:00,,0.2,1,2,0,121.203986,24.952786,20
觀音,桃園市,24,,良好,0.7,0.12,23.7,26.4,8,7,7.4,8.6,1.2,3.1,88,2024-05-21 03:00,,0.1,5.3,10,0,121.08283092,25.03556747,19
大園,桃園市,21,,良好,2,0.13,23,23.5,3,1,8.5,9.4,0.8,2.2,31,2024-05-21 03:00,,0.1,0.7,7,1,121.20251473,25.06100357,18
桃園,桃園市,24,,良好,1.8,0.14,28.4,26.2,6,5,4,3.8,0,1.7,78,2024-05-21 03:00,,0.2,3,4,1,121.30500531,24.9947107,17
大同,臺北市,26,,良好,0.7,0.28,25.4,16.2,9,5,5.3,7.3,2,-,-,2024-05-21 03:00,,0.6,8,11,0,121.51342074,25.06331455,16
松山,臺北市,22,,良好,0.8,0.12,28.1,24.5,5,4,3.6,4.4,0.7,0.7,70,2024-05-21 03:00,,0.1,5.5,6,0,121.578611,25.05,15
古亭,臺北市,22,,良好,1.3,0.1,27.3,24.3,6,0,2.9,3.3,0.4,1.9,61,2024-05-21 03:00,,0.1,1.3,4,1,121.529556,25.020608,14
萬華,臺北市,24,,良好,0.6,0.13,29.6,26.1,2,5,3.9,4.8,0.8,1.2,110,2024-05-21 03:00,,0.1,3.8,6,0,121.507972,25.046503,13
中山,臺北市,22,,良好,0.4,0.12,28.8,24.6,4,1,3.6,4.5,0.9,1.9,133,2024-05-21 03:00,,0.2,1.7,5,1,121.526528,25.062361,12
士林,臺北市,25,,良好,0.1,0.19,18.6,27.4,4,7,7.6,8.3,0.7,0.8,213,2024-05-21 03:00,,0.1,4.2,3,0,121.51666356,25.10334003,11
淡水,新北市,21,,良好,0.4,0.22,13.5,23.7,6,3,7.7,9.1,1.3,0.7,60,2024-05-21 03:00,,0.2,1.9,6,0,121.449239,25.1645,10
林口,新北市,24,,良好,0.5,0.13,27.2,26.8,0,6,4.4,5.1,0.7,2.9,126,2024-05-21 03:00,,0.1,4.3,2,0,121.36548982,25.07798949,9
菜寮,新北市,24,,良好,0.7,0.17,28.5,26.1,3,2,5.6,6.4,0.7,1.9,101,2024-05-21 03:00,,0.2,1.7,6,1,121.481028,25.06895,8
新莊,新北市,25,,良好,0.5,0.11,29.1,27.1,5,3,3,3.7,0.6,1.8,104,2024-05-21 03:00,,0.1,4.1,3,0,121.4325,25.037972,7
板橋,新北市,22,,良好,0.9,0.15,27.8,24.9,2,6,4.2,4.8,0.6,1.3,105,2024-05-21 03:00,,0.2,3.8,2,0,121.458667,25.012972,6
土城,新北市,21,,良好,0.2,0.15,18.8,23.3,2,7,4.3,4.9,0.6,0.7,146,2024-05-21 03:00,,0.2,5.2,6,0,121.451861,24.982528,5
新店,新北市,21,,良好,0.3,0.15,21.7,23.8,4,3,3.1,3.8,0.7,0.3,146,2024-05-21 03:00,,0.1,3.6,4,1,121.537778,24.977222,4
萬里,新北市,33,,良好,0.2,0.12,36.5,36.5,18,2,1.4,1.6,0.2,3,23,2024-05-21 03:00,,0.1,2.7,17,0,121.689881,25.179667,3
汐止,新北市,26,,良好,0.4,0.11,28.6,28.5,7,2,4,4.8,0.7,1.4,27,2024-05-21 03:00,,0.1,1.2,4,0,121.64081,25.06624,2
基隆,基隆市,29,,良好,0.2,0.11,31.1,31.9,6,0,1.6,2,0.4,0.7,77,2024-05-21 03:00,,0.1,0.4,9,0,121.760056,25.129167,1
屏東(枋山),屏東縣,23,,良好,0.1,0.11,18.1,25.2,7,0,3.1,3.7,0.6,1.6,82,2024-05-21 02:00,,0.1,5.8,14,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,31,,良好,0.1,0.24,2.2,15.3,18,7,15.8,21.5,5.6,0.5,55,2024-05-21 02:00,,0.2,9.5,23,0,120.65525382,24.39017512,312
新北(樹林),新北市,16,,良好,0,0.16,15.9,15.0,3,3,5.9,6.6,0.6,0.5,188,2024-05-21 02:00,,0.2,4.9,7,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,123,細懸浮微粒,對敏感族群不健康,0.8,0.38,28.7,37.1,52,42,6.1,5.8,0,0.3,156,2024-05-21 02:00,,0.5,44,67,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,70,細懸浮微粒,普通,1.2,0.27,26.6,41.0,40,29,8.6,8.7,0.1,0.2,138,2024-05-21 02:00,,0.2,23.3,45,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,130,細懸浮微粒,對敏感族群不健康,,,25.9,40.4,57,42,,,,0.8,156,2024-05-21 02:00,,0.5,46.6,70,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,85,細懸浮微粒,普通,1.6,0.28,25.8,27.9,42,30,8.2,8.3,0,0.4,88,2024-05-21 02:00,,0.3,29.4,44,2,120.56373,23.96117,201
大城,彰化縣,29,,良好,0.7,0.11,16.4,31.7,21,8,5.3,5.6,0.2,0.9,190,2024-05-21 02:00,,0,6.7,24,1,120.26964167,23.85493056,85
富貴角,新北市,36,,良好,0.1,0.08,40.3,39.6,20,0,0.4,0.4,0,3.2,63,2024-05-21 02:00,,0,1.4,13,0,121.53656894,25.29681695,84
麥寮,雲林縣,25,,良好,1.9,0.22,18.9,27.6,32,10,6.7,7,0.3,1.2,158,2024-05-21 02:00,,0.1,6.7,25,0,120.251825,23.753506,83
關山,臺東縣,21,,良好,0.1,0.12,20.3,23.5,5,2,1.8,2.6,0.8,0.7,57,2024-05-21 02:00,,0.1,3.7,10,1,121.161933,23.045083,80
馬公,澎湖縣,32,,良好,0.9,0.12,29.6,35.7,12,2,3.4,4.3,0.9,1.4,43,2024-05-21 02:00,,0.1,6.3,11,0,119.566158,23.569031,78
金門,金門縣,32,,良好,0.8,0.2,36,35.6,4,3,2.8,3.1,0.3,1.8,48,2024-05-21 02:00,,0.2,4.5,4,0,118.312256,24.432133,77
馬祖,連江縣,42,,良好,0.7,0.1,49.4,45.8,13,5,2.5,2.9,0.4,2.8,336,2024-05-21 02:00,,0.1,6.8,12,0,119.93149378,26.15188416,75
埔里,南投縣,77,細懸浮微粒,普通,1.3,0.33,23.1,41.5,27,27,6.1,7.4,1.2,0.6,248,2024-05-21 02:00,,0.3,26.1,32,1,120.967903,23.968842,72
復興,高雄市,107,細懸浮微粒,對敏感族群不健康,0.7,0.4,32.9,38.4,39,32,9.8,10.9,1.1,0.3,163,2024-05-21 02:00,,0.8,37.9,56,1,120.312017,22.608711,71
永和,新北市,23,,良好,1,0.16,26.5,25.8,5,2,4.4,5.6,1.2,0.6,98,2024-05-21 02:00,,0.2,2.8,2,1,121.516306,25.017,70
竹山,南投縣,67,細懸浮微粒,普通,0.5,0.21,11.1,17.2,27,19,6.8,7.8,1,0.6,190,2024-05-21 02:00,,0.2,21.8,32,0,120.677306,23.756389,69
中壢,桃園市,15,,良好,0.6,0.32,23.2,16.6,4,0,7.2,9.1,1.9,0.5,271,2024-05-21 02:00,,0.7,4.5,8,2,121.221667,24.953278,68
三重,新北市,15,,良好,0.7,0.22,23.5,16.8,5,1,7,11.2,4.1,-,-,2024-05-21 02:00,,0.6,3.4,5,1,121.493806,25.072611,67
冬山,宜蘭縣,24,,良好,0,0.1,22.6,26.9,0,0,2,2.1,0.1,1.6,245,2024-05-21 02:00,,0.1,2.2,4,0,121.792928,24.632203,66
宜蘭,宜蘭縣,25,,良好,0.5,0.1,25.8,27.6,0,0,1.4,1.8,0.3,0.2,197,2024-05-21 02:00,,0.1,2,2,1,121.746394,24.747917,65
陽明,臺北市,32,,良好,0.7,0.12,35.4,35.5,0,2,0.5,1.3,0.7,1.3,200,2024-05-21 02:00,,0.1,0.6,0,0,121.529583,25.182722,64
花蓮,花蓮縣,25,,良好,0.6,0.15,13.4,22.9,12,7,3.3,3.1,0,1.5,219,2024-05-21 02:00,,0.2,7.7,11,0,121.599769,23.971306,63
臺東,臺東縣,22,,良好,0.3,0.11,19.7,24.6,7,4,2.7,2.8,0.1,0.2,355,2024-05-21 02:00,,0.1,1.8,9,0,121.15045,22.755358,62
恆春,屏東縣,27,,良好,,0.12,28.3,29.6,5,4,1.7,2.5,0.8,2.5,66,2024-05-21 02:00,,0.1,2.8,5,0,120.788928,21.958069,61
潮州,屏東縣,82,細懸浮微粒,普通,0.6,0.23,4.5,19.6,29,14,6.6,7.5,0.8,0.4,107,2024-05-21 02:00,,0.4,27.9,47,1,120.561175,22.523108,60
屏東,屏東縣,109,細懸浮微粒,對敏感族群不健康,0.4,0.35,22.5,44.7,49,29,10.1,11,0.8,0.7,352,2024-05-21 02:00,,0.4,38.6,59,2,120.488033,22.673081,59
小港,高雄市,126,細懸浮微粒,對敏感族群不健康,0.9,0.42,33.4,36.0,52,40,12.8,13.7,0.9,0.3,279,2024-05-21 02:00,,0.6,45,67,2,120.337736,22.565833,58
前鎮,高雄市,108,細懸浮微粒,對敏感族群不健康,1.4,0.41,28.9,33.7,48,32,11,11.9,0.9,0.2,339,2024-05-21 02:00,,0.7,38.3,71,2,120.30833356,22.6044507,57
前金,高雄市,106,細懸浮微粒,對敏感族群不健康,0.7,0.43,29.1,27.3,49,36,10.2,11.2,1,0.9,333,2024-05-21 02:00,,0.7,37.5,75,1,120.28676111,22.63390278,56
左營,高雄市,123,細懸浮微粒,對敏感族群不健康,0.7,0.43,29.4,28.4,47,39,10,10,0,0.4,357,2024-05-21 02:00,,0.6,43.8,67,1,120.292917,22.674861,54
楠梓,高雄市,102,細懸浮微粒,對敏感族群不健康,1.3,0.39,27.8,40.3,50,32,14.4,15.4,1,0.8,159,2024-05-21 02:00,,0.5,35.8,62,2,120.328289,22.733667,53
林園,高雄市,146,細懸浮微粒,對敏感族群不健康,0.6,0.56,15.2,27.9,99,56,11.8,12.6,0.7,0.6,24,2024-05-21 02:00,,0.5,52.9,100,1,120.41175,22.4795,52
大寮,高雄市,149,細懸浮微粒,對敏感族群不健康,1.3,0.49,19.9,27.7,76,52,13,13.3,0.3,0.3,347,2024-05-21 02:00,,0.5,54.1,89,2,120.425311,22.56413611,51
鳳山,高雄市,115,細懸浮微粒,對敏感族群不健康,1.9,0.38,31,42.3,55,36,8.9,10,1.1,0.3,4,2024-05-21 02:00,,0.5,40.8,65,2,120.357422,22.628126,50
仁武,高雄市,112,細懸浮微粒,對敏感族群不健康,1.2,0.36,36.8,43.5,37,31,9.7,10.8,1.1,0.5,80,2024-05-21 02:00,,0.5,39.9,58,1,120.332631,22.689056,49
橋頭,高雄市,118,細懸浮微粒,對敏感族群不健康,1,0.35,33.3,37.9,45,36,9.9,10.8,0.8,1.2,111,2024-05-21 02:00,,0.5,41.9,62,2,120.305689,22.757506,48
美濃,高雄市,70,細懸浮微粒,普通,1.1,0.27,23.4,33.1,46,23,4.5,5.1,0.5,0.2,9,2024-05-21 02:00,,0.3,23.4,38,1,120.530542,22.883583,47
臺南,臺南市,116,細懸浮微粒,對敏感族群不健康,1.8,0.35,51.1,63.2,61,37,10.7,11,0.2,1.3,174,2024-05-21 02:00,,0.4,41.1,62,2,120.21947897,22.98928311,46
安南,臺南市,107,細懸浮微粒,對敏感族群不健康,1.1,0.37,38.8,56.8,63,38,10.2,11.6,1.4,0.3,114,2024-05-21 02:00,,0.4,37.7,62,1,120.2175,23.048197,45
善化,臺南市,89,細懸浮微粒,普通,1.1,0.31,20.6,42.4,59,32,10.6,11.5,0.9,0.5,144,2024-05-21 02:00,,0.3,31,61,1,120.29740529,23.11337642,44
新營,臺南市,61,細懸浮微粒,普通,1.4,0.32,24.8,35.6,46,20,9.6,11.8,2.1,0.3,93,2024-05-21 02:00,,0.2,19.7,45,1,120.31725,23.305633,43
嘉義,嘉義市,66,細懸浮微粒,普通,1.3,0.28,18,33.4,50,27,8.7,9.3,0.5,1,219,2024-05-21 02:00,,0.3,21.6,38,6,120.44125148,23.46477865,42
臺西,雲林縣,28,,良好,0.8,0.21,19.5,26.8,34,9,6.8,7.9,1.1,1.4,161,2024-05-21 02:00,,0.1,8.7,25,1,120.19933333,23.702175,41
朴子,嘉義縣,57,細懸浮微粒,普通,0.9,0.27,17,26.7,40,26,9.3,11.2,1.9,0.4,147,2024-05-21 02:00,,0.2,18.1,33,1,120.2478,23.46538,40
新港,嘉義縣,66,細懸浮微粒,普通,2.7,0.27,23.1,33.4,31,25,8.1,8.8,0.7,0.2,113,2024-05-21 02:00,,0.2,21.6,35,2,120.345531,23.554839,39
崙背,雲林縣,52,細懸浮微粒,普通,0.9,0.3,11.2,23.8,37,23,10.1,11.5,1.3,0.5,173,2024-05-21 02:00,,0.1,15.8,37,1,120.348742,23.757547,38
斗六,雲林縣,63,細懸浮微粒,普通,1,0.26,14.1,29.8,28,21,8.5,9.4,0.8,0.5,128,2024-05-21 02:00,,0.2,20.3,33,1,120.544994,23.711853,37
南投,南投縣,65,細懸浮微粒,普通,0.1,0.24,10.8,24.4,32,21,8.6,9,0.3,1.4,144,2024-05-21 02:00,,0.2,21,36,0,120.685306,23.913,36
二林,彰化縣,59,細懸浮微粒,普通,1.5,0.29,11.6,21.5,48,35,9.7,10.5,0.7,0.9,206,2024-05-21 02:00,,0.1,18.6,35,2,120.409653,23.925175,35
線西,彰化縣,44,,良好,0.9,0.26,21.3,26.1,43,21,8.8,10.4,1.5,0.9,202,2024-05-21 02:00,,0.2,13.5,37,1,120.469061,24.131672,34
彰化,彰化縣,59,細懸浮微粒,普通,1.3,0.3,14.5,25.0,49,31,11.4,11.8,0.4,1.3,191,2024-05-21 02:00,,0.2,18.9,39,1,120.541519,24.066,33
西屯,臺中市,70,細懸浮微粒,普通,0.9,0.3,26.9,28.4,36,22,10.6,11,0.3,1,207,2024-05-21 02:00,,0.4,23.2,41,1,120.616917,24.162197,32
忠明,臺中市,65,細懸浮微粒,普通,1.8,0.34,30.1,30.4,34,29,8.1,9.1,1,1,194,2024-05-21 02:00,,0.4,21.2,38,1,120.641092,24.151958,31
大里,臺中市,77,細懸浮微粒,普通,1,0.33,15.5,27.2,38,28,9.7,10.3,0.6,0.8,259,2024-05-21 02:00,,0.4,26.2,39,1,120.67844444,24.09961111,30
沙鹿,臺中市,59,細懸浮微粒,普通,1.7,0.35,20.1,20.9,48,26,15.7,15.6,0,0.9,180,2024-05-21 02:00,,0.3,18.6,43,1,120.568794,24.225628,29
豐原,臺中市,82,細懸浮微粒,普通,0.7,0.34,27.1,34.6,42,29,7.2,7.8,0.6,1.6,116,2024-05-21 02:00,,0.4,28.2,49,1,120.74252414,24.25699731,28
三義,苗栗縣,70,細懸浮微粒,普通,1.3,0.41,17.8,27.2,39,23,4.4,5.6,1.2,0.3,203,2024-05-21 02:00,,0.3,23.4,37,1,120.75956754,24.38248443,27
苗栗,苗栗縣,36,,良好,2.5,0.21,8.8,12.0,9,12,10.9,11.5,0.6,0.7,354,2024-05-21 02:00,,0.2,11.1,18,2,120.82011468,24.56499183,26
頭份,苗栗縣,31,,良好,0.7,0.19,14.6,14.2,10,6,11.1,12.7,1.5,1.2,104,2024-05-21 02:00,,0.2,9.7,15,1,120.89869286,24.69690679,25
新竹,新竹市,19,,良好,0.5,0.15,23.6,21.0,1,3,6.9,7.3,0.3,1.4,59,2024-05-21 02:00,,0.2,2.9,4,0,120.97236752,24.8056356,24
竹東,新竹縣,30,,良好,0.4,0.15,17,16.1,1,6,3.9,5,1,1.2,130,2024-05-21 02:00,,0.2,9.2,8,0,121.08895493,24.74091408,23
湖口,新竹縣,22,,良好,0.5,0.16,20.5,23.0,6,7,8.9,9.8,0.9,2.7,56,2024-05-21 02:00,,0.2,6.8,6,0,121.03886894,24.90009696,22
龍潭,桃園市,19,,良好,0.8,0.13,22.8,21.9,5,0,6.2,7,0.7,1.8,59,2024-05-21 02:00,,0.2,2.1,7,0,121.21645772,24.86400048,21
平鎮,桃園市,23,,良好,0.6,0.14,27.2,25.3,0,0,5.4,6.2,0.7,2.6,72,2024-05-21 02:00,,0.2,1.1,3,0,121.203986,24.952786,20
觀音,桃園市,24,,良好,0.6,0.11,29.4,26.7,6,6,6,7.7,1.6,3.3,92,2024-05-21 02:00,,0.1,4.7,10,0,121.08283092,25.03556747,19
大園,桃園市,21,,良好,1.5,0.13,24.9,23.3,4,0,9,10,1,1.9,36,2024-05-21 02:00,,0.1,0.7,8,1,121.20251473,25.06100357,18
桃園,桃園市,23,,良好,1.1,0.16,26.5,25.5,0,3,4.9,4.9,0,1.9,76,2024-05-21 02:00,,0.2,2.6,3,1,121.30500531,24.9947107,17
大同,臺北市,27,,良好,0.9,0.29,25.5,14.2,12,8,5.6,8,2.4,-,-,2024-05-21 02:00,,0.7,8.3,11,0,121.51342074,25.06331455,16
松山,臺北市,22,,良好,0.6,0.11,28.5,24.0,5,5,4.2,4.6,0.3,0.8,64,2024-05-21 02:00,,0.1,5.7,6,0,121.578611,25.05,15
古亭,臺北市,21,,良好,1.2,0.11,26.6,23.4,4,0,3.3,3.7,0.4,1.4,61,2024-05-21 02:00,,0.1,2.5,4,1,121.529556,25.020608,14
萬華,臺北市,23,,良好,0.8,0.14,30.4,25.5,6,5,4.2,5,0.7,1.7,96,2024-05-21 02:00,,0.2,3.6,7,0,121.507972,25.046503,13
中山,臺北市,21,,良好,0.6,0.14,29.4,23.3,4,1,3.2,4.1,0.8,2.1,116,2024-05-21 02:00,,0.2,2.2,5,1,121.526528,25.062361,12
士林,臺北市,26,,良好,0.2,0.2,18.9,28.9,0,8,7.6,8.5,0.9,1.1,338,2024-05-21 02:00,,0.1,3.4,3,0,121.51666356,25.10334003,11
淡水,新北市,23,,良好,0.7,0.25,17.4,25.8,5,2,8.2,9.2,0.9,0.2,0,2024-05-21 02:00,,0.1,1.8,6,0,121.449239,25.1645,10
林口,新北市,24,,良好,0.4,0.14,27.4,26.7,0,6,4.7,5.2,0.5,2.1,123,2024-05-21 02:00,,0.1,4,2,0,121.36548982,25.07798949,9
菜寮,新北市,23,,良好,1,0.17,27.8,25.7,4,2,6.6,7.3,0.7,2.5,128,2024-05-21 02:00,,0.2,1.7,6,1,121.481028,25.06895,8
新莊,新北市,24,,良好,0.5,0.12,29,26.8,1,3,3.5,4.2,0.7,2,96,2024-05-21 02:00,,0.1,4.4,2,0,121.4325,25.037972,7
板橋,新北市,21,,良好,0.7,0.16,27.9,23.7,3,12,4.6,5.1,0.5,1.8,99,2024-05-21 02:00,,0.2,3.1,2,0,121.458667,25.012972,6
土城,新北市,21,,良好,0.4,0.17,20.5,23.8,5,6,5.6,6.4,0.8,0.5,13,2024-05-21 02:00,,0.2,4.8,7,0,121.451861,24.982528,5
新店,新北市,22,,良好,0.3,0.13,20.3,24.6,4,4,3.4,4.3,0.9,0.3,333,2024-05-21 02:00,,0.2,3.3,5,1,121.537778,24.977222,4
萬里,新北市,33,,良好,0.5,0.12,36,36.5,22,5,1.5,1.9,0.3,3.4,26,2024-05-21 02:00,,0.1,2.5,16,0,121.689881,25.179667,3
汐止,新北市,26,,良好,0.5,0.1,31.5,28.8,6,1,2.8,3.9,1,1.4,44,2024-05-21 02:00,,0.1,1,3,0,121.64081,25.06624,2
基隆,基隆市,29,,良好,0.4,0.11,32.5,31.6,9,0,1.4,1.9,0.5,1,67,2024-05-21 02:00,,0.1,0.4,9,0,121.760056,25.129167,1
屏東(枋山),屏東縣,28,,良好,0,0.09,19.7,30.5,4,1,2.5,2.8,0.2,1.3,72,2024-05-21 01:00,,0.1,6.6,16,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,32,,良好,0.2,0.27,5.3,20.8,16,7,15.2,17.6,2.4,0.3,82,2024-05-21 01:00,,0.2,10,25,0,120.65525382,24.39017512,312
